562,645
562,651
554,645
553,644
565,638
575,647
578,663
587,661
604,657
606,671
611,694
612,700
613,712
616,720
600,714
588,724
592,735
590,738
598,741
603,744
586,747
585,749
583,754
570,749
562,740
551,746
552,722
554,717
554,709
559,705
575,705
576,704
565,690
533,679
524,680
501,669
494,661
505,658
488,642
479,647
469,644
474,660
488,678
476,693
476,696
482,697
501,707
500,714
507,703
521,723
524,734
518,737
515,733
514,747
504,751
496,758
496,768
502,786
496,788
520,782
528,769
522,764
533,762
553,774
566,776
587,793
589,803
582,814
586,823
608,822
617,835
617,861
622,863
616,867
623,875
628,885
613,886
612,881
616,902
608,905
619,912
630,914
634,934
616,933
618,945
609,949
604,949
599,942
589,934
584,924
609,923
595,955
594,960
600,968
609,977
613,987
606,990
613,995
596,982
587,983
585,979
579,964
583,957
571,948
558,948
549,955
539,954
533,952
528,942
520,952
510,975
497,968
485,971
481,951
475,943
463,956
445,955
446,941
443,937
441,929
442,922
434,928
417,934
408,934
402,935
387,941
375,938
373,939
388,962
403,963
416,951
425,960
419,973
427,981
434,978
445,986
442,996
464,985
465,979
463,930
454,919
448,905
453,886
452,878
444,877
464,873
464,857
482,854
484,862
497,858
500,861
497,853
503,876
501,889
490,880
481,895
495,908
498,927
498,928
532,929
535,916
550,909
554,909
561,901
559,893
566,888
571,885
563,879
564,867
543,871
532,877
532,879
549,888
530,900
552,938
564,975
543,983
539,983
539,980
525,994
521,992
519,997
590,998
621,971
631,964
648,962
653,960
677,961
678,965
688,955
695,949
703,948
704,953
711,945
720,941
730,944
730,932
729,919
736,918
752,918
762,933
795,934
804,930
817,918
822,927
839,934
846,954
854,958
859,971
864,968
871,969
874,975
866,982
877,991
851,980
822,999
813,985
817,964
801,958
788,964
774,969
767,990
768,993
763,993
724,988
704,990
685,979
680,982
676,993
664,1000
661,987
697,968
709,966
715,962
718,964
730,962
715,930
711,923
706,919
705,928
691,927
691,923
682,914
669,924
659,921
667,936
643,898
655,868
654,857
660,849
638,853
651,822
653,820
648,800
629,787
632,783
621,764
618,765
611,763
599,770
578,738
627,695
631,688
629,687
639,692
647,675
654,664
658,660
663,659
653,648
637,637
627,635
621,624
622,616
628,619
616,598
621,591
632,595
640,588
649,567
670,560
669,551
662,534
673,529
673,527
683,530
695,537
703,535
711,532
718,528
737,522
753,522
760,516
760,514
767,503
769,501
772,506
776,516
788,514
789,516
785,506
794,499
802,487
811,483
816,476
806,472
812,492
818,511
810,512
808,530
802,545
795,550
810,564
803,571
811,588
797,591
782,572
777,570
775,563
774,551
771,549
759,544
751,541
746,539
745,550
748,554
748,558
724,562
712,567
707,574
709,580
719,579
719,588
735,592
740,602
746,624
747,640
729,631
704,654
717,665
690,664
685,665
693,641
692,636
675,614
673,610
678,603
683,603
667,594
665,594
662,606
657,610
629,653
620,650
603,642
592,638
580,627
575,620
576,614
572,603
563,587
559,575
561,571
577,570
589,592
602,586
606,591
607,573
617,575
617,561
624,558
608,542
610,533
595,540
587,534
